gene_rank,true_mean,true_q10,true_q90,high_pra_q10,high_pra_q90,high_pra_iou,low_pra_q10,low_pra_q90,low_pra_iou
42,3.621881020288978,3.1483997052957,4.221261700216982,3.1794296954573396,4.231541617035464,0.9618610391377358,3.4581002204348286,3.8640049142226425,0.37833821657332156
43,3.619998568046611,3.1463748359421015,4.2193533055190064,3.178247363011513,4.231022669250267,0.959856195288871,3.457485423976526,3.863623007420387,0.37851419665858577
44,3.618117063487725,3.1443510522387372,4.217445593979104,3.177066087089377,4.23050454216831,0.9578568006600853,3.4568719876115876,3.863241054213523,0.37868896988598755
45,3.61623649687338,3.1423283463851908,4.2155385548128805,3.1758858590099996,4.229987224816305,0.9558628320145015,3.4562599031985246,3.8628590422389903,0.37886253396355146
46,3.614356858482979,3.1403067105988463,4.2136321772566285,3.17470667011186,4.229470706238068,0.9538742662302488,3.4556491626049954,3.862476959162845,0.37903488661707324
47,3.6124781386144247,3.1382861371150237,4.211726450567497,3.173528511752985,4.22895497549469,0.951891080299766,3.4550397577079206,3.8620947926804607,0.37920602559013417
48,3.6106003275842804,3.1362666181871197,4.209821364023659,3.172351375311102,4.22844002166471,0.949913251329091,3.454431680393601,3.861712530516734,0.3793759486441187
49,3.608723415727923,3.1342481460867417,4.207916906924486,3.1711752521837777,4.227925833844283,0.9479407565371711,3.4538249225578346,3.861330160426285,0.379544653558225
50,3.6068473933997005,3.132230713103848,4.206013068590712,3.1700001337885615,4.227412401147356,0.9459735732551737,3.4532194761060304,3.8609476701936614,0.379712138129484
51,3.6049722509730877,3.1302143115468803,4.204109838364605,3.168826011563129,4.226899712705836,0.9440116789257964,3.452615332953325,3.8605650476335365,0.37987840017277
52,3.6030979788408404,3.1281989337429024,4.202207205610136,3.167652876965425,4.226387757669757,0.9420550511025938,3.4520124850246976,3.8601822805909123,0.38004343752081626
53,3.6012245674151515,3.1261845720377344,4.2003051597131424,3.166480721473805,4.225876525207457,0.9401036674492979,3.4514109242550837,3.85979935694132,0.38020724802423056
54,3.5993520071278047,3.124171218796087,4.1984036900815,3.165309536587176,4.225366004505742,0.938157505739147,3.45081064258949,3.859416264591015,0.380369829551505
55,3.5974802884303294,3.122158866401698,4.19650278614529,3.1641393138251392,4.224856184770057,0.9362165438542284,3.4502116319831124,3.859032991477184,0.3805311799890326
56,3.59560940179415,3.120147507257461,4.194602437356956,3.1629700447281257,4.224347055224654,0.9342807597848075,3.4496138844014395,3.858649525568133,0.38069129724111983
57,3.5937393377107445,3.1181371337855652,4.192702633191482,3.161801720857542,4.223838605112759,0.9323501316286853,3.449017391820378,3.8582658548634923,0.3808501792299967
58,3.591870086691795,3.116127738427625,4.190803363146553,3.1606343337959086,4.2233308236967435,0.930424637590537,3.44842214622636,3.8578819673944147,0.38100782389583426
59,3.5900016392693375,3.114119313644811,4.1889046167427155,3.159467875146995,4.222823700258286,0.928504255981275,3.447828139616454,3.8574978512237643,0.38116422919675225
60,3.588133985995915,3.1121118519179856,4.187006383523547,3.158302336535962,4.222317224098545,0.9265889652174016,3.4472353639984816,3.8571134944463195,0.38131939310883456
61,3.586267117444729,3.110105345747828,4.185108653055819,3.157137709609498,4.221811384538319,0.9246787438203791,3.446643811391126,3.856728885188964,0.38147331362613884
62,3.5844010242097912,3.1080997876549756,4.183211414929658,3.1559739860359586,4.221306170918219,0.9227735704159943,3.446053473824048,3.8563440116108856,0.381625988760711
63,3.5825356969060698,3.106095170180142,4.1813146587587084,3.1548111575055007,4.220801572598827,0.9208734237337338,3.4454643433379912,3.855958861903764,0.3817774165425927
64,3.580671126169643,3.1040914858842554,4.179418374180299,3.1536492157302196,4.220297578960865,0.9189782826061645,3.4448764119848985,3.8555734242919706,0.38192759501983625
65,3.578807302657846,3.1020887273485855,4.177522550855599,3.1524881524442883,4.219794179405361,0.9170881259683098,3.444289671828022,3.8551876870327586,0.38207652225851424
66,3.576944217049423,3.100086887174873,4.175627178469785,3.1513279594040897,4.219291363353811,0.9152029328570435,3.4437041149420318,3.854801638416454,0.3822241963427288
67,3.5750818600446683,3.098085957985453,4.173732246732194,3.150168628388351,4.21878912024834,0.9133226824104759,3.443119733413125,3.854415266766647,0.3823706153746239
68,3.573220222365583,3.096085932423392,4.171837745376492,3.149010151198283,4.2182874395518715,0.9114473538673539,3.44253651933914,3.8540285604403866,0.3825157774743962
69,3.571359294756015,3.0940868031526056,4.1699436641608285,3.1478525196577074,4.217786310748282,0.9095769265664615,3.441954464829661,3.8536415078283652,0.382659680780302
70,3.569499067981809,3.0920885628579926,4.168049992867996,3.1466957256131947,4.217285723342569,0.9077113799460222,3.441373562006128,3.853254097355112,0.38280232344867143
71,3.5676395328309543,3.090091204245557,4.166156721305592,3.145539760934199,4.216785666861015,0.9058506935431089,3.4407938030019496,3.852866317479183,0.38294370365391367
72,3.565780680113726,3.088094720042535,4.164263839306173,3.144384617513184,4.21628613085134,0.9039948469930589,3.440215179962606,3.8524781566933433,0.3830838195885286
73,3.563922500662834,3.086099102997519,4.162371336727414,3.143230287265762,4.215787104882869,0.9021438200288887,3.439637685045759,3.8520896035247603,0.383222669463116
74,3.562064985333567,3.0841043458805864,4.160479203452265,3.141694433071005,4.214411564765307,0.901334392419877,3.4368631080327603,3.8495024441465877,0.3833602515063843
75,3.5602081250039355,3.082110441483417,4.158587429389109,3.13984745076431,4.212321084640189,0.9013717794935762,3.4322963731249105,3.8451215991743055,0.38349656396515724
76,3.558351910574816,3.0801173826194224,4.156696004471915,3.1380012248118594,4.210231121552898,0.90140907464892,3.4277307428867094,3.8407403276090486,0.3836316051043858
77,3.5564963329700956,3.0781251621238663,4.154804918660396,3.1361557469247465,4.208141665508909,0.9014462786023175,3.4231662095256192,3.836358618117447,0.3837653732071529
78,3.554641383136814,3.0761337728539884,4.152914161940164,3.13431100883501,4.206052706539433,0.9014833920720201,3.41860276526182,3.831976459401461,0.3838978665746838
79,3.552787052045304,3.074143207689124,4.151023724322883,3.1324670022957624,4.203964234701559,0.901520415778127,3.414040402328311,3.827593840198558,0.3840290835263521
80,3.550933330689335,3.0721534595308277,4.14913359584642,3.1306237190813317,4.201876240078402,0.9015573504425739,3.4094791129710207,3.8232107492819027,0.38415902239968924
81,3.5490802100862537,3.070164521302993,4.147243766575006,3.128781150987393,4.199788712779263,0.9015941967891253,3.40491888944891,3.818827175460534,0.38428768155038834
82,3.547227681277126,3.068176385951974,4.14535422659938,3.1269392898311033,4.197701642939765,0.9016309555433742,3.400359724034078,3.8144431075795504,0.38441505935231624
83,3.5453757353268736,3.066189046446704,4.143464966036947,3.1250981274512326,4.195615020722008,0.9016676274327312,3.3958016090118637,3.810058534520287,0.38454115419751655
84,3.5435243633244173,3.064202495778814,4.1415759750319285,3.1232576557083,4.193528836314715,0.9017042131864245,3.3912445366809547,3.8056734452004966,0.38466596449621465
85,3.541673556382814,3.0622167269627534,4.139687243755509,3.1214178664847037,4.191443079933378,0.9017407135354856,3.386688499353487,3.8012878285745306,0.38478948867682966
86,3.5398233056393957,3.060231733035907,4.137798762405993,3.1195787516848554,4.189357741820403,0.9017771292127539,3.382133489355149,3.796901673633517,0.3849117251859771
87,3.537973602255909,3.0582475070587134,4.135910521208951,3.1177403032353093,4.18727281224526,0.9018134609528627,3.3775794990252863,3.7925149694055356,0.3850326724884733
88,3.5361244374186493,3.0562640421147793,4.134022510417368,3.1159025130848934,4.185188281504623,0.9018497094922361,3.3730265207170023,3.788127704955798,0.3851523290673445
89,3.5342758023386,3.0542813313109995,4.1321347203117975,3.1140653732048404,4.183104139922519,0.9018858755690877,3.36847454679726,3.7837398693868223,0.3852706934238298
90,3.532427688251569,3.0522993677776706,4.130247141200501,3.1122288755889187,4.181020377850468,0.9019219599234041,3.363923569646987,3.7793514518386107,0.3853877640773881
91,3.5305800864183228,3.050318144668607,4.1283597634196045,3.110393012253559,4.178936985667629,0.9019579632969537,3.3593735816611736,3.774962441488821,0.38550353956570094
92,3.5287329881247236,3.048337655161255,4.126472577333237,3.108557775237985,4.176853953780942,0.9019938864332628,3.3548245752489754,3.770572827552944,0.3856180184446797
93,3.526886384681863,3.0463578924568075,4.124585573333684,3.106723156604342,4.174771272625268,0.9020297300776298,3.3502765428338126,3.766182599284476,0.38573119928847
94,3.5250402674261974,3.04437884978032,4.122698741841533,3.1048891484378243,4.172688932663538,0.9020654949771048,3.3457294768534744,3.7617917459750903,0.38584308068945206
95,3.5231946277196795,3.0424005203808178,4.120812073305809,3.103055742846801,4.170606924386885,0.9021011818804882,3.341183369760214,3.757400256954811,0.3859536612582512
96,3.521349456949893,3.0404228975314136,4.118925558204133,3.1012229319629436,4.168525238314787,0.9021367915383269,3.3366382140208506,3.753008121592181,0.38606293962373595
97,3.5195047465301843,3.038445974529418,4.117039187042854,3.0993907079413545,4.166443864995214,0.9021723247029044,3.332094002116868,3.748615329294437,0.3861709144330261
98,3.517660487899794,3.036469744696448,4.115152950357202,3.097559062960686,4.164362795004756,0.9022077821282418,3.3275507265445143,3.7442218695076734,0.38627758435149145
99,3.5158166725239925,3.0344942013785445,4.113266838711424,3.0957279892232776,4.162282018948771,0.9022431645700814,3.323008379814901,3.739827731717019,0.3863829480627612
100,3.5139732918942026,3.0325193379462743,4.111380842698928,3.093897478955265,4.160201527461515,0.9022784727858927,3.3184669544540975,3.735432905446795,0.38648700426872107
101,3.512130337528138,3.030545147794845,4.109494952942427,3.0920675244067164,4.15812131120629,0.9023137075348571,3.3139264430032327,3.731037380260692,0.3865897516895196
102,3.510287800969927,3.028571624344212,4.107609160094078,3.09023811785175,4.156041360875568,0.9023488695778697,3.3093868380185905,3.7266411457619295,0.3866911890635691
103,3.5084456737902467,3.026598761039187,4.10572345483562,3.0884092515886596,4.15396166719114,0.9023839596775239,3.304848132071707,3.722244191593426,0.38679131514754933
104,3.5066039475864463,3.024626551349548,4.10383782787852,3.0865809179400348,4.151882220904243,0.9024189785981176,3.300310317749467,3.717846507437961,0.38689012871640927
105,3.50476261398268,3.0226549887701424,4.101952269964107,3.0847531092528855,4.149803012795697,0.9024539271056374,3.2957733876542026,3.7134480830183443,0.3869876285633669
106,3.50292166463003,3.020684066820996,4.10006677186371,3.0829258178987597,4.1477240336760435,0.902488805967755,3.291237334403782,3.7090489080975693,0.3870838134999145
107,3.5010810912066366,3.0187137790474208,4.098181324378803,3.0810990362738675,4.145645274385673,0.9025236159538294,3.2867021506317147,3.704648972478988,0.38717868235581765
108,3.4992408854178225,3.016744119020115,4.0962959183411325,3.0792727567991993,4.1435667257949635,0.9025583578348865,3.2821678289872374,3.7002482660064633,0.38727223397911714
109,3.49740103899622,3.0147750803352755,4.094410544612861,3.0774469719206468,4.141488378804411,0.9025930323836263,3.277634362135416,3.695846778564536,0.3873644672361311
110,3.4955615437018936,3.0128066566146936,4.092525194086701,3.0756216741091196,4.139410224344759,0.9026276403744107,3.2731017427572335,3.691444500078579,0.3874553810114533
111,3.493722391322467,3.010838841505865,4.0906398576860505,3.0737968558606674,4.137332253377137,0.902662182583258,3.2685699635496888,3.6870414205149635,0.38754497420795614
112,3.491883573673245,3.0088716286820896,4.088754526365127,3.071972509696593,4.1352544568931835,0.9026966597878394,3.2640390172258873,3.6826375298812124,0.3876332457467904
113,3.4900450825973386,3.006905011842577,4.086869191109103,3.070148628163577,4.13317682591518,0.9027310727674701,3.259508896515135,3.678232818226161,0.3877201945673872
114,3.488206909965787,3.0049389847125436,4.08498384293424,3.068325203833785,4.131099351496182,0.9027654223031083,3.254979594163032,3.6738272756401122,0.3878058196274519
115,3.486369047677679,3.002973541043319,4.08309847288802,3.066502229304995,4.129022024720145,0.9027997091773416,3.2504511029315637,3.669420892254994,0.3878901199029718
116,3.4845314876602735,3.0010086746124407,4.081213072049276,3.0646796972006998,4.1269448367020525,0.9028339341743884,3.24592341559919,3.665013658244512,0.387973094388211
117,3.4826942218691235,2.9990443792237595,4.079327631528328,3.0628576001702346,4.124867778588044,0.90286809808009,3.241396524960943,3.6606055638243085,0.3880547420957113
118,3.4808572422881943,2.9970806487075374,4.077442142467112,3.061035930888884,4.122790841555547,0.9029022016819035,3.236870423828514,3.656196599252113,0.3881350620562899
119,3.479020540929983,2.9951174769205435,4.075556596039309,3.0592146820579993,4.1207140168133956,0.9029362457688949,3.232345105030345,3.6517867548278944,0.38821405331904035
120,3.477184109835638,2.993154857746156,4.0736709834504765,3.0573938464051094,4.118637295601962,0.9029702311317361,3.2278205614117175,3.6473760208940154,0.38829171495133036
121,3.4753479410750785,2.9911927850944555,4.0717852959381755,3.0555734166840347,4.116560669193277,0.9030041585626989,3.2232967858348442,3.642964387835381,0.3883680460388002
122,3.47351202674711,2.9892312529023273,4.069899524772103,3.0537533856750008,4.114484128891159,0.9030380288556464,3.2187737711789604,3.6385518460795914,0.38844304568536075
123,3.4716763589795425,2.9872702551335517,4.068013661254213,3.0519337461847464,4.112407666031335,0.9030718428060298,3.2142515103404072,3.6341383860970886,0.3885167130131928
124,3.46984092992931,2.985309785778905,4.066127696718851,3.0501144910466387,4.110331271981565,0.9031056012108817,3.2097299962327286,3.6297239984013094,0.3885890471627437
125,3.4680057317825814,2.9833498388562507,4.064241622532877,3.0482956131207803,4.108254938141762,0.90313930486881,3.2052092217867507,3.625308673548828,0.3886600472927266
126,3.4661707567548787,2.9813904084106353,4.062355430095787,3.04647710529412,4.106178655944118,0.9031729545799921,3.200689179950676,3.620892402139504,0.3887297125801163
127,3.4643359970911933,2.979431488514382,4.060469110839849,3.044658960480564,4.104102416853222,0.9032065511461697,3.196169863690169,3.616475174816632,0.3887980422201462
128,3.4625014450660956,2.977473073267184,4.0585826562302145,3.0428411716210806,4.102026212366182,0.9032400953706423,3.191651265988443,3.612056982267083,0.3888650354263082
129,3.4606670929838526,2.9755151567961966,4.056696057765052,3.0410237316838122,4.099950034012743,0.9032735880582611,3.1871333798463466,3.6076378152214503,0.3889306914303482
130,3.45883293317854,2.973557733256129,4.054809306975667,3.0392066336641808,4.097873873355411,0.9033070300154226,3.1826161982824517,3.603217664454192,0.38899500948226023
131,3.456998958014152,2.9716007968293368,4.05292239542662,3.037389870584993,4.0957977219895625,0.9033404220500679,3.178099714333136,3.5987965207837735,0.3890579888502879
132,3.455165159884716,2.969644341725909,4.051035314715859,3.035573435496552,4.093721571543575,0.9033737649716679,3.1735839210526726,3.5943743750728108,0.38911962882091555
133,3.453331531214402,2.9676883621837638,4.049148056474828,3.0337573214767555,4.091645413678931,0.9034070595912256,3.1690688115133123,3.5899512182282085,0.38917992869886814
134,3.451498064457633,2.9657328524687316,4.0472606123685955,3.031941521631208,4.089569240090345,0.903440306721264,3.164554378805369,3.585527041201303,0.3892388878071062
135,3.4496647520991943,2.9637778068746483,4.045372974095973,3.0301260290933176,4.087493042505873,0.903473507175829,3.1600406160373042,3.5811018349879995,0.3892965054868207
136,3.4478315866543454,2.9618232197234415,4.043485133389633,3.02831083702441,4.085416812687034,0.9035066617704698,3.155527516335811,3.576675590628909,0.3893527810974282
137,3.4459985606689236,2.9598690853652183,4.041597082016226,3.0264959386138215,4.083340542428915,0.9035397713222476,3.151015072845897,3.572248299209488,0.38940771401656826
138,3.4441656667194556,2.9579153981783497,4.039708811776501,3.0246813270790054,4.081264223560294,0.9035728366497214,3.146503278730967,3.5678199518601725,0.38946130364009607
139,3.442332897413263,2.9559621525695614,4.037820314505421,3.0228669956656367,4.079187847943748,0.903605858572944,3.141992127172907,3.563390539756516,0.3895135493820794
140,3.440500245388571,2.954009342974016,4.03593158207228,3.0210529376477098,4.077111407475771,0.9036388379134569,3.1374816113721646,3.558960054119321,0.3895644506747921
141,3.43866770331461,2.952056963855397,4.034042606380815,3.019239146327642,4.075034894086876,0.9036717754942809,3.1329717245478346,3.554528486214776,0.38961400696870896
142,3.4368352638917243,2.950105009705996,4.032153379369331,3.0174256150363683,4.072958299741717,0.903704672139921,3.128462459937734,3.550095827354584,0.38966221773249937
143,3.435002919851477,2.948153475046795,4.030263893010802,3.0156123371334504,4.070881616439194,0.9037375286763438,3.123953810798489,3.5456620688960996,0.38970908245302316
144,3.4331706639567505,2.946202354427546,4.028374139312993,3.0137993060071646,4.068804836212561,0.9037703459309877,3.1194457704056124,3.541227202242454,0.3897546006353227
145,3.431338489001854,2.9442516424268597,4.026484110318571,3.0119865150746077,4.0667279511295416,0.903803124732747,3.114938332053585,3.5367912188426907,0.38979877180261824
146,3.4295063878126215,2.9423013336522805,4.024593798105217,3.010041875030855,4.064538062821898,0.9040444825086636,3.111047678043252,3.5329702991792065,0.3898415954962994
147,3.427674353246519,2.940351422740372,4.0227031947857395,3.006927592144344,4.061348160063179,0.9061360919455453,3.112615286607622,3.534605919693604,0.38988307127591976
148,3.42584237819274,2.9384019043567955,4.020812292508178,3.003813540539575,4.058158116419131,0.9082322928984009,3.1141834772108825,3.5362403980857513,0.38992319871919157
149,3.4240104555723114,2.9364527731963883,4.018921083455922,3.000699713843082,4.054967923987686,0.9103331044666633,3.115752243224178,3.53787372598961,0.38996197742197514
150,3.4221785783381904,2.9345040239832447,4.017029559847818,2.99758610571121,4.051777574901182,0.9124385458682399,3.117321578038015,3.539505895085687,0.3899994069982739
151,3.420346739475364,2.9325556514707936,4.015137713938271,2.9944727098302026,4.048587061326475,0.9145486364403087,3.118891475062338,3.5411368971011585,0.390035487080228
152,3.41851493200095,2.9306076504418765,4.013245538017365,2.9913595199162994,4.045396375465039,0.9166633956401324,3.120461927726612,3.5427667238099954,0.3900702173181033
153,3.4166831489642906,2.928660015708823,4.01135302441096,2.9882465297158216,4.042205509553077,0.9187828430458675,3.1220329294798916,3.544395367033082,0.39010359738028716
154,3.414851383447055,2.926712742113528,4.009460165480801,2.9851337330052674,4.039014455861621,0.920906998357387,3.123604473790905,3.546022818638343,0.39013562695327864
155,3.4130196285633314,2.9247658245275283,4.007566953624626,2.9820211235913985,4.035823206696643,0.9230358813971041,3.125176554148125,3.5476490705408588,0.3901663057416793
156,3.4111878774597253,2.9228192578520753,4.00567338127627,2.978908695311331,4.032631754399149,0.9251695121108128,3.1267491640598464,3.549274114702989,0.39019563346818753
157,3.4093561233154546,2.9208730370182105,4.003779440905768,2.9757964420326246,4.029440091345295,0.9273079105685158,3.12832229705426,3.5508979431344887,0.39022360987358834
158,3.4075243593424447,2.918927156986841,4.001885125019462,2.972684357653371,4.026248209946478,0.9294510969652868,3.1298959466795315,3.5525205478926294,0.39025023471674336
159,3.4056925787854206,2.916981612748809,3.9999904261601005,2.9695724361022777,4.023056102649441,0.9315990916221144,3.131470106503869,3.5541419210823113,0.3902755077745847
160,3.403860774922001,2.915036399324964,3.99809533690694,2.9664606713387593,4.01986376193638,0.9337519149867596,3.133044770115602,3.5557620548561837,0.39029942884210456
161,3.402028941062794,2.9130915117662406,3.996199849875853,2.963349057353021,4.016671180325033,0.9359095876346402,3.1346199311232525,3.5573809414147575,0.3903219977323457
162,3.400197070551483,2.9111469451537215,3.9943039577194206,2.9602375881661454,4.013478350368789,0.9380721302696863,3.1361955831556108,3.5589985730065195,0.39034321427639146
163,3.3983651567649216,2.9092026945987106,3.992407653127036,2.9571262578301734,4.0102852646567815,0.9402395637252365,3.137771719861803,3.5606149419280437,0.3903630783233565
164,3.396533193113225,2.907258755242805,3.9905109288250067,2.954015060428194,4.00709191581399,0.9424119089649207,3.1393483349113684,3.562230040524109,0.3903815897403786
165,3.3947011730398593,2.905315122257962,3.9886137775766484,2.9509039900744267,4.003898296501334,0.9445891870835579,3.140925421994331,3.563843861187805,0.3903987484126059
166,3.392869090021727,2.903371790846566,3.9867161921823855,2.9477930409142976,4.000704399415773,0.9467714193080634,3.1425029748212636,3.5654563963606423,0.3904145542431892
167,3.3910369375692615,2.901428756241498,3.9848181654798474,2.9446822071245315,3.9975102172904,0.9489586269983539,3.1440809871233704,3.5670676385326647,0.39042900715326806
168,3.3892047092265085,2.8994860137062015,3.982919690343963,2.941571482913223,3.9943157428945364,0.9511508316482749,3.145659452652545,3.5686775802425537,0.39044210708196564
169,3.3873723985712205,2.897543558534751,3.9810207596870635,2.938460862519929,3.9911209690338305,0.9533480548865199,3.147238365181453,3.57028621407774,0.39045385398637106
170,3.3855399992149358,2.8956013860519128,3.979121366458966,2.935350340215736,3.9879258885503464,0.9555503184775685,3.14881771850359,3.5718935326745056,0.3904642478415356
171,3.38370750480307,2.893659491613215,3.977221503647079,2.932239910303352,3.9847304943226605,0.9577576443226288,3.150397506433361,3.5734995287180933,0.3904732886404562
172,3.381874909014996,2.8917178706050066,3.9753211642764867,2.929129567117173,3.981534779265951,0.9599700544605858,3.1519777228061385,3.5751041949428037,0.3904809763940658
173,3.380042205564134,2.889776518444527,3.9734203414100495,2.9260193050233716,3.978338736332092,0.9621875710689617,3.153558361478342,3.5767075241321082,0.39048731113122354
174,3.37820938819803,2.887835430579963,3.971519028148488,2.9229091184199696,3.9751423585097454,0.9644102164648738,3.155139416327497,3.578309509118743,0.39049229289870074
175,3.3763764506984426,2.8858946024905143,3.969617217630482,2.919799001736913,3.9719456388244456,0.9666380131060234,3.156720881252309,3.579910142784816,0.39049592176116965
176,3.3745433868814207,2.883954029686453,3.967714903032754,2.9166889494361516,3.968748570338695,0.9688709835916612,3.1583027501727243,3.581509418061901,0.3904981978011924
